Device_ID,Packet_Size (bytes),Latency (ms),Throughput (Mbps),Protocol_Type,Source_Port,Destination_Port,IP_Flag,Connection_Duration (ms),Packet_Count,Error_Rate,Fragmentation_Flag,Payload_Size (bytes),Session_Status,Attack_Type
Device_50,1256,421.68,89.87,ICMP,15986,707,FIN,6075.58,753,0.0551,0,332,Pending,DDoS
Device_17,471,198.62,14.52,TCP,5924,182,FIN,8901.53,41,0.0104,1,1274,Established,Normal
Device_99,239,184.19,18.37,TCP,28952,249,FIN,6256.7,673,0.0198,0,64,Failed,Phishing
Device_46,899,356.75,68.22,ICMP,4202,476,ACK,326.2,781,0.0999,1,216,Pending,DDoS
Device_18,747,362.6,51.44,UDP,5718,492,SYN,7923.72,540,0.0827,1,1005,Failed,DDoS
Device_49,140,401.99,85.49,TCP,12931,983,None,7514.31,838,0.0114,1,572,Pending,Phishing
Device_52,813,290.73,74.65,ICMP,43363,206,None,5084.45,694,0.0703,1,1407,Failed,DDoS
Device_38,307,488.18,23.26,TCP,30146,13,RST,3759.97,431,0.0194,1,1486,Established,Normal
Device_64,218,90.75,30.42,TCP,26370,387,FIN,1029.29,107,0.0354,0,280,Pending,Phishing
Device_9,1364,270.07,17.27,ICMP,27495,858,SYN,844.47,3,0.0032,1,362,Established,Normal
Device_34,1181,195.26,8.18,TCP,19139,708,ACK,5286.36,94,0.0079,0,664,Established,Normal
Device_52,666,465.69,83.93,TCP,28443,921,ACK,9226.22,641,0.0963,1,828,Failed,DDoS
Device_63,334,91.29,91.65,TCP,645,26,FIN,8680.95,429,0.0217,1,713,Failed,Spoofing
Device_11,435,276.86,34.15,TCP,59634,873,ACK,2623.06,313,0.0065,1,579,Established,Normal
Device_41,389,209.43,11.03,ICMP,803,862,RST,2503.61,465,0.0259,0,377,Pending,Spoofing
Device_5,385,222.66,86.44,UDP,15394,288,ACK,8560.86,503,0.0834,0,1112,Failed,DDoS
Device_57,78,452.79,5.69,TCP,22494,978,None,8181.16,470,0.0401,0,1443,Failed,Phishing
Device_81,422,255.23,83.57,UDP,527,262,FIN,8043.0,142,0.0378,1,727,Pending,Spoofing
Device_13,184,71.83,59.85,TCP,822,825,FIN,398.39,67,0.0566,0,1261,Pending,Spoofing
Device_53,161,353.15,61.17,TCP,26863,1019,RST,3171.33,892,0.081,1,1418,Pending,DDoS
Device_11,1328,315.93,48.74,ICMP,57873,120,FIN,4452.87,143,0.0054,1,571,Established,Normal
Device_33,602,83.95,5.55,UDP,60967,166,None,4738.17,234,0.0105,0,540,Established,Normal
Device_15,147,330.64,94.0,TCP,2142,941,ACK,8582.63,301,0.0336,0,934,Failed,Phishing
Device_29,422,456.04,99.83,TCP,516,588,FIN,314.69,784,0.0369,1,1304,Failed,Spoofing
Device_44,1183,266.27,57.56,ICMP,40304,845,None,6992.1,542,0.0585,0,898,Pending,DDoS
Device_70,851,459.74,13.14,TCP,59725,355,RST,8853.74,156,0.0161,1,568,Established,Normal
Device_42,128,336.94,34.12,TCP,2553,616,SYN,9173.15,672,0.018,0,1464,Pending,Phishing
Device_98,1447,180.25,25.88,TCP,64770,120,RST,7249.11,70,0.0136,0,800,Established,Normal
Device_14,183,283.39,68.53,TCP,17063,627,SYN,244.95,233,0.0416,0,625,Pending,Phishing
Device_99,265,303.2,44.45,TCP,1212,960,None,9347.97,435,0.0028,1,1437,Established,Normal
Device_100,656,455.53,85.58,UDP,2270,427,None,4326.01,560,0.0659,1,87,Pending,DDoS
Device_25,966,202.03,14.54,ICMP,64,679,RST,7860.73,368,0.074,0,1323,Pending,Spoofing
Device_8,233,355.15,45.57,UDP,731,575,RST,7677.01,173,0.0376,0,1489,Pending,Spoofing
Device_37,200,153.85,15.65,TCP,43907,212,ACK,85.54,617,0.0255,1,647,Failed,Phishing
Device_1,127,249.94,94.02,TCP,54237,95,None,1420.41,721,0.0271,1,1166,Pending,Phishing
Device_22,124,6.47,75.66,TCP,27449,307,RST,3774.98,723,0.0248,0,946,Pending,Phishing
Device_66,132,14.02,69.5,TCP,51787,231,RST,1969.99,590,0.0198,1,179,Pending,Phishing
Device_77,1274,150.8,24.53,TCP,22,40,FIN,3589.07,65,0.0244,0,636,Failed,Spoofing
Device_22,432,122.6,82.09,TCP,21160,330,None,7949.86,993,0.0548,0,1277,Pending,DDoS
Device_75,193,321.62,26.15,TCP,27290,477,ACK,1281.23,220,0.0315,1,56,Pending,Phishing
Device_81,1462,115.37,36.3,UDP,65311,277,FIN,7987.9,392,0.0069,0,124,Established,Normal
Device_38,1185,191.91,88.91,UDP,43261,356,None,1573.87,750,0.0649,1,1307,Pending,DDoS
Device_16,702,247.72,55.72,TCP,12887,942,RST,8367.63,655,0.0871,1,541,Pending,DDoS
Device_55,1457,198.41,49.99,TCP,9696,435,SYN,2641.6,477,0.0176,1,661,Established,Normal
Device_3,1265,288.97,38.74,TCP,980,679,FIN,1287.68,215,0.0485,1,1012,Failed,Spoofing
Device_26,1359,3.09,53.51,TCP,49,476,FIN,2855.8,716,0.0286,0,1443,Failed,Spoofing
Device_47,691,400.38,63.47,ICMP,52510,563,ACK,1174.4,886,0.0834,1,432,Pending,DDoS
Device_97,1255,57.28,16.94,TCP,22682,9,ACK,3214.32,137,0.0166,1,1467,Established,Normal
Device_12,856,159.5,50.46,TCP,60667,579,None,9835.19,892,0.0742,1,1396,Pending,DDoS
Device_8,1054,401.2,50.39,ICMP,31648,921,SYN,5301.52,545,0.0695,0,1352,Failed,DDoS
Device_19,1475,221.64,67.32,TCP,54374,941,ACK,1907.96,724,0.0516,0,1478,Pending,DDoS
Device_55,1395,446.79,44.86,ICMP,43903,616,ACK,8981.19,491,0.0118,0,764,Established,Normal
Device_12,1382,372.03,3.25,UDP,406,757,RST,2514.24,759,0.0763,0,419,Failed,Spoofing
Device_1,882,15.65,32.33,UDP,29975,541,ACK,6902.98,30,0.0128,1,613,Established,Normal
Device_81,153,239.08,96.96,TCP,18348,141,ACK,3485.8,440,0.0244,1,1045,Pending,Phishing
Device_65,897,219.09,41.73,UDP,28104,978,SYN,5365.71,37,0.0001,0,1024,Established,Normal
Device_66,866,181.41,86.46,ICMP,46647,1017,RST,4931.38,948,0.0814,0,176,Pending,DDoS
Device_55,157,339.85,75.04,TCP,25985,455,ACK,9772.3,774,0.0266,1,69,Failed,Phishing
Device_80,1426,278.05,31.5,TCP,1845,908,FIN,5720.89,174,0.0174,1,1403,Established,Normal
Device_32,91,492.26,30.49,TCP,29032,298,ACK,335.76,90,0.0101,1,917,Pending,Phishing
Device_96,867,23.74,78.7,UDP,2258,963,None,1344.62,942,0.0676,0,558,Pending,DDoS
Device_57,117,167.73,69.79,TCP,32272,498,RST,9055.8,620,0.0259,1,1180,Pending,Phishing
Device_80,1484,372.85,40.69,ICMP,10598,293,None,6240.5,489,0.0094,1,247,Established,Normal
Device_35,1490,124.47,21.31,UDP,832,210,RST,713.03,709,0.0485,1,274,Failed,Spoofing
Device_89,944,8.41,57.92,ICMP,13215,156,ACK,5513.84,549,0.0662,0,458,Failed,DDoS
Device_15,145,376.18,7.75,TCP,9815,936,RST,1748.83,919,0.031,1,940,Failed,Phishing
Device_90,386,401.74,79.58,UDP,38708,549,FIN,3504.24,732,0.0979,1,1444,Pending,DDoS
Device_27,1219,450.69,30.23,ICMP,291,926,FIN,9148.75,309,0.0711,0,450,Pending,Spoofing
Device_87,581,438.43,53.97,ICMP,872,368,RST,4335.53,317,0.0486,0,1178,Pending,Spoofing
Device_32,262,300.33,41.98,ICMP,378,694,RST,858.78,306,0.0734,1,649,Pending,Spoofing
Device_11,1020,351.89,7.96,UDP,48422,673,SYN,4962.88,463,0.0188,1,792,Established,Normal
Device_3,979,264.39,31.68,TCP,19656,194,RST,3120.91,344,0.0021,1,30,Established,Normal
Device_100,179,489.75,10.65,TCP,25151,839,FIN,8907.0,764,0.0156,0,1472,Pending,Phishing
Device_96,715,35.57,21.64,ICMP,64892,1009,ACK,5907.13,164,0.0166,0,275,Established,Normal
Device_39,262,400.74,46.15,ICMP,15,912,FIN,2172.17,486,0.0294,1,216,Failed,Spoofing
Device_48,167,18.8,68.12,TCP,32052,62,ACK,2097.09,58,0.0124,1,682,Pending,Phishing
Device_2,239,72.78,35.83,TCP,28375,790,None,5588.33,323,0.036,1,984,Failed,Phishing
Device_50,1381,363.79,18.09,ICMP,50595,291,FIN,671.51,175,0.0054,0,223,Established,Normal
Device_87,521,460.69,44.95,UDP,21,257,FIN,7783.01,329,0.0521,0,1149,Failed,Spoofing
Device_6,466,164.72,59.46,UDP,62621,528,ACK,7336.57,883,0.0637,0,742,Pending,DDoS
Device_1,76,330.33,46.33,TCP,14658,304,RST,2028.59,22,0.0121,1,1103,Failed,Phishing
Device_17,306,300.2,62.15,TCP,63781,37,ACK,9504.31,741,0.0578,1,1394,Failed,DDoS
Device_82,1102,312.04,62.96,TCP,1600,80,FIN,8662.29,582,0.0839,0,519,Failed,DDoS
Device_90,144,352.18,97.06,TCP,6224,282,None,1829.42,916,0.0401,1,1407,Failed,Phishing
Device_24,306,51.35,48.94,ICMP,810,669,RST,7799.73,414,0.0446,1,453,Pending,Spoofing
Device_22,376,459.25,73.0,ICMP,64215,635,SYN,5325.8,807,0.0525,0,844,Pending,DDoS
Device_16,155,5.88,30.05,TCP,18549,902,ACK,274.59,693,0.0145,0,598,Pending,Phishing
Device_58,295,30.52,7.2,ICMP,60817,825,SYN,5054.02,172,0.0087,1,571,Established,Normal
Device_38,1381,417.91,75.66,TCP,43482,948,None,5426.48,808,0.0549,0,1442,Pending,DDoS
Device_27,993,35.5,26.39,TCP,55,796,FIN,7914.38,334,0.0467,0,303,Failed,Spoofing
Device_92,499,354.28,38.54,ICMP,394,94,FIN,2417.77,356,0.0588,1,182,Pending,Spoofing
Device_10,76,97.43,37.94,TCP,33837,140,FIN,3831.66,467,0.0144,1,419,Pending,Phishing
Device_99,523,225.79,30.95,ICMP,48446,988,None,7314.79,171,0.0032,1,307,Established,Normal
Device_40,1128,385.86,24.77,ICMP,53430,423,RST,3302.69,15,0.0037,1,500,Established,Normal
Device_55,91,355.92,62.96,TCP,61421,703,RST,7873.31,6,0.038,0,514,Pending,Phishing
Device_4,660,119.78,46.27,UDP,13743,704,RST,8823.94,59,0.0046,1,600,Established,Normal
Device_35,740,70.87,26.54,ICMP,35748,625,RST,9457.74,386,0.0035,0,909,Established,Normal
Device_1,827,351.19,5.67,ICMP,23545,32,FIN,9930.71,253,0.0015,1,174,Established,Normal
Device_72,882,134.87,27.79,TCP,48673,244,ACK,7530.32,101,0.0057,1,159,Established,Normal
Device_89,254,231.89,55.4,ICMP,941,89,FIN,3832.71,446,0.05,0,494,Pending,Spoofing
Device_60,242,461.38,5.32,TCP,33178,336,FIN,7233.04,980,0.027,1,294,Failed,Phishing
Device_57,330,45.05,34.04,TCP,298,211,FIN,7053.81,79,0.0381,1,7,Pending,Spoofing
Device_82,221,377.32,44.29,TCP,50751,619,None,6248.62,757,0.0366,1,58,Failed,Phishing
Device_13,1142,378.69,67.02,ICMP,41304,832,SYN,3969.87,681,0.0541,1,1175,Failed,DDoS
Device_39,569,490.14,30.11,UDP,13205,555,ACK,4208.99,282,0.0099,0,381,Established,Normal
Device_1,1091,30.79,20.07,UDP,5771,515,FIN,1227.85,225,0.0094,1,1010,Established,Normal
Device_55,491,375.78,14.49,ICMP,755,1023,RST,8634.67,285,0.0604,0,908,Failed,Spoofing
Device_36,1071,372.99,8.65,ICMP,545,327,RST,258.4,520,0.0626,1,27,Pending,Spoofing
Device_39,445,176.17,50.21,TCP,60120,652,SYN,167.99,829,0.0973,0,312,Pending,DDoS
Device_82,145,62.74,26.2,TCP,41984,142,FIN,827.44,612,0.0179,0,1025,Failed,Phishing
Device_44,254,394.04,65.51,TCP,33615,391,None,3345.23,549,0.0429,1,31,Failed,Phishing
Device_74,132,453.06,32.77,TCP,36688,366,FIN,2678.66,450,0.0468,0,334,Failed,Phishing
Device_27,72,161.22,1.44,TCP,52453,928,ACK,7615.94,125,0.0495,1,86,Failed,Phishing
Device_81,168,390.53,70.3,TCP,10994,596,None,8542.05,35,0.0444,1,762,Pending,Phishing
Device_43,259,75.13,27.95,TCP,43,192,RST,7899.75,895,0.0344,1,70,Failed,Spoofing
Device_5,714,207.29,38.43,ICMP,42103,99,RST,5021.25,158,0.0074,0,1482,Established,Normal
Device_56,88,124.19,41.59,UDP,22956,435,None,8191.38,478,0.0126,1,460,Established,Normal
Device_46,445,213.35,89.2,ICMP,31732,137,ACK,2462.25,593,0.0836,0,1126,Pending,DDoS
Device_5,1370,335.25,50.12,UDP,869,64,RST,7928.18,979,0.0525,1,1019,Failed,Spoofing
Device_69,82,214.09,29.61,TCP,31450,802,None,232.65,693,0.0163,0,1262,Failed,Phishing
Device_21,1416,487.5,23.22,ICMP,284,733,FIN,2028.93,702,0.0254,1,32,Pending,Spoofing
Device_18,267,175.89,5.57,UDP,3920,142,RST,9230.54,216,0.0143,0,662,Established,Normal
Device_42,1289,103.2,11.19,TCP,744,596,RST,4575.59,186,0.0307,0,1321,Failed,Spoofing
Device_84,897,424.44,45.8,TCP,25652,964,None,1608.95,386,0.0069,0,360,Established,Normal
Device_97,966,80.53,48.94,UDP,4680,201,FIN,6707.46,287,0.0103,1,350,Established,Normal
Device_31,229,341.65,6.89,TCP,50524,534,FIN,779.86,735,0.0335,1,1002,Failed,Phishing
Device_93,220,494.01,2.5,ICMP,21900,12,SYN,3561.49,327,0.0113,1,1188,Established,Normal
Device_4,579,139.13,94.85,ICMP,16466,595,SYN,9071.3,854,0.0575,1,1271,Pending,DDoS
Device_78,363,79.94,70.0,TCP,472,561,FIN,3555.77,294,0.0781,1,1289,Failed,Spoofing
Device_32,80,473.62,68.31,UDP,7535,367,None,7838.91,573,0.0531,0,1281,Failed,DDoS
Device_33,1481,55.02,30.77,ICMP,12950,209,None,9805.48,352,0.0111,1,239,Established,Normal
Device_66,1166,367.94,13.43,ICMP,20625,716,FIN,4205.64,293,0.0055,0,103,Established,Normal
Device_72,106,82.82,10.77,TCP,53401,377,None,9611.67,755,0.0163,0,1312,Failed,Phishing
Device_36,82,480.44,87.24,TCP,39681,208,None,2371.61,704,0.0287,0,500,Failed,Phishing
Device_60,503,16.05,84.32,TCP,49916,604,None,3542.38,629,0.0983,0,147,Failed,DDoS
Device_38,1302,183.92,53.85,TCP,464,684,FIN,1325.14,30,0.079,0,286,Failed,Spoofing
Device_72,1088,302.17,93.55,TCP,59578,601,FIN,5541.83,829,0.0901,0,873,Pending,DDoS
Device_47,1301,213.13,19.79,ICMP,179,938,FIN,5992.42,985,0.0258,0,490,Failed,Spoofing
Device_85,677,59.03,14.14,ICMP,28496,201,None,4376.09,282,0.0061,0,1475,Established,Normal
Device_80,204,355.21,92.71,TCP,35873,970,FIN,2822.87,714,0.0836,0,20,Failed,DDoS
Device_22,1037,232.04,4.03,ICMP,47460,329,RST,5453.93,313,0.0173,1,746,Established,Normal
Device_15,931,117.97,68.18,ICMP,52017,778,None,3749.58,567,0.0928,0,137,Pending,DDoS
Device_30,1201,369.67,86.14,UDP,41606,756,ACK,1847.43,574,0.0872,1,389,Failed,DDoS
Device_66,129,300.08,95.33,TCP,336,462,FIN,5859.17,745,0.0482,1,1366,Failed,Spoofing
Device_46,193,161.48,57.16,ICMP,137,538,RST,6290.81,579,0.0438,1,1445,Failed,Spoofing
Device_8,209,102.43,72.67,TCP,59258,633,FIN,4366.52,586,0.0495,1,249,Pending,Phishing
Device_78,508,124.62,57.32,ICMP,47895,250,SYN,6519.73,654,0.0606,0,270,Failed,DDoS
Device_74,420,439.68,77.86,ICMP,54524,295,RST,4057.65,508,0.0692,1,1329,Pending,DDoS
Device_41,535,469.87,28.3,ICMP,36266,611,RST,999.68,270,0.0059,1,376,Established,Normal
Device_53,180,191.7,82.52,UDP,481,859,RST,5354.57,214,0.0633,0,865,Pending,Spoofing
Device_77,711,110.9,40.48,ICMP,743,54,RST,4921.83,373,0.0794,1,1075,Failed,Spoofing
Device_32,844,379.88,92.33,UDP,43,372,FIN,9777.11,280,0.0665,1,294,Failed,Spoofing
Device_21,1248,54.72,68.91,ICMP,272,5,RST,7144.49,679,0.079,1,1230,Failed,Spoofing
Device_30,198,89.28,30.02,TCP,57304,466,SYN,4470.92,151,0.0436,0,1042,Failed,Phishing
Device_33,787,213.82,41.73,TCP,4428,906,RST,2096.17,434,0.0094,1,554,Established,Normal
Device_23,164,348.38,67.2,ICMP,26220,845,FIN,1353.64,843,0.0719,0,343,Pending,DDoS
Device_49,1386,65.46,60.9,UDP,57772,744,ACK,1130.75,756,0.0889,0,499,Pending,DDoS
Device_17,1302,39.84,45.15,UDP,41595,308,None,1512.36,110,0.0031,1,385,Established,Normal
Device_23,597,1.87,93.47,TCP,597,650,RST,2917.79,860,0.065,1,1318,Failed,Spoofing
Device_100,669,60.43,55.0,ICMP,97,909,FIN,2929.44,142,0.0733,0,1048,Pending,Spoofing
Device_13,446,127.02,61.39,UDP,971,499,RST,5673.6,135,0.0336,1,58,Failed,Spoofing
Device_24,409,210.18,82.71,UDP,57599,33,FIN,3169.14,697,0.0556,1,604,Pending,DDoS
Device_23,354,189.28,87.48,TCP,15546,745,ACK,6358.65,585,0.0988,1,157,Pending,DDoS
Device_25,211,345.12,92.23,TCP,3402,505,SYN,3394.33,654,0.0737,0,347,Failed,DDoS
Device_61,232,210.03,16.26,ICMP,1856,313,RST,9046.68,187,0.0177,1,783,Established,Normal
Device_36,314,36.24,31.27,ICMP,14519,282,None,8940.05,263,0.0177,1,479,Established,Normal
Device_57,708,317.27,16.05,ICMP,49701,692,RST,7244.93,376,0.0026,0,241,Established,Normal
Device_96,1377,332.8,65.75,TCP,65234,225,SYN,8836.23,745,0.0553,0,8,Pending,DDoS
Device_59,232,183.45,58.24,UDP,32548,784,None,7227.5,939,0.0624,1,1480,Failed,DDoS
Device_90,193,305.14,75.92,ICMP,8396,368,RST,158.88,856,0.0771,0,1288,Failed,DDoS
Device_69,144,280.23,31.41,TCP,16663,744,None,2392.13,809,0.0143,1,1292,Pending,Phishing
Device_14,184,257.74,35.64,TCP,57626,910,RST,91.83,885,0.0336,0,624,Failed,Phishing
Device_65,234,331.7,23.59,TCP,8943,849,RST,530.46,395,0.0324,0,778,Failed,Phishing
Device_17,215,375.16,4.94,TCP,4483,817,RST,6200.51,723,0.0413,1,537,Pending,Phishing
Device_45,981,421.65,80.73,UDP,13742,961,ACK,7779.68,751,0.0562,0,1344,Failed,DDoS
Device_42,1114,370.43,22.14,UDP,51321,148,ACK,3954.28,372,0.0194,0,1136,Established,Normal
Device_19,88,357.46,32.79,ICMP,14840,898,None,7508.43,74,0.0148,0,578,Established,Normal
Device_75,193,116.89,53.63,UDP,64431,246,None,2570.42,920,0.0844,0,304,Pending,DDoS
Device_70,1476,262.8,76.54,ICMP,39429,1016,None,5636.68,699,0.0908,1,631,Failed,DDoS
Device_77,1246,258.51,70.78,ICMP,63751,747,RST,1237.62,968,0.0541,0,492,Pending,DDoS
Device_77,1423,439.08,52.38,ICMP,392,872,RST,4606.04,602,0.0492,1,440,Pending,Spoofing
Device_22,1447,198.76,82.93,TCP,949,856,FIN,905.93,118,0.0222,1,672,Failed,Spoofing
Device_38,926,355.5,83.56,ICMP,2078,625,SYN,8260.11,848,0.0959,0,296,Failed,DDoS
Device_96,236,143.63,35.05,TCP,12454,723,SYN,1227.95,64,0.011,1,318,Established,Normal
Device_52,1337,398.98,73.54,TCP,376,200,RST,6407.02,104,0.0296,0,1039,Pending,Spoofing
Device_66,583,424.49,13.57,UDP,46504,441,SYN,380.77,49,0.0153,1,351,Established,Normal
Device_82,179,441.61,73.76,TCP,18592,660,SYN,135.75,287,0.0356,0,996,Failed,Phishing
Device_81,1220,149.15,28.14,ICMP,13495,603,RST,5405.67,292,0.012,0,145,Established,Normal
Device_5,1478,343.97,39.81,TCP,51581,1002,FIN,1538.13,308,0.0038,0,1178,Established,Normal
Device_31,233,76.46,96.85,TCP,1134,91,None,5752.54,656,0.0499,0,1458,Failed,Phishing
Device_3,191,143.93,43.87,ICMP,8350,498,ACK,4867.76,99,0.0052,0,780,Established,Normal
Device_55,760,130.71,62.18,TCP,127,721,FIN,1946.23,351,0.0606,0,1187,Failed,Spoofing
Device_79,772,282.95,93.93,UDP,36640,1021,SYN,2472.25,675,0.0638,1,759,Pending,DDoS
Device_44,165,207.13,73.33,ICMP,31320,546,None,6870.78,556,0.0701,1,271,Pending,DDoS
Device_83,364,1.93,87.62,UDP,870,92,RST,9787.55,872,0.0553,1,63,Pending,Spoofing
Device_38,197,276.68,69.13,TCP,32295,872,None,1355.42,21,0.0245,0,820,Pending,Phishing
Device_85,1113,62.94,34.59,UDP,19852,373,None,8687.49,299,0.0191,0,425,Established,Normal
Device_88,165,298.53,52.71,TCP,20611,597,RST,7264.49,424,0.0158,1,1156,Failed,Phishing
Device_19,179,404.53,85.91,TCP,34678,210,SYN,6620.22,714,0.0309,1,164,Failed,Phishing
Device_70,102,245.87,83.98,TCP,33191,615,SYN,1849.57,482,0.0205,1,326,Failed,Phishing
Device_84,784,338.25,25.97,UDP,812,47,RST,7316.78,460,0.0276,0,790,Pending,Spoofing
Device_97,172,75.77,30.47,UDP,21260,696,None,7655.78,309,0.017,0,622,Established,Normal
Device_51,770,346.13,81.3,ICMP,18443,73,FIN,5322.81,601,0.0847,0,586,Pending,DDoS
Device_43,1004,293.0,59.9,ICMP,36285,483,FIN,7686.08,606,0.0925,1,1235,Failed,DDoS
Device_88,1314,39.75,78.83,UDP,39121,42,None,1037.29,936,0.071,0,465,Failed,DDoS
Device_66,573,287.97,77.26,ICMP,985,224,FIN,4285.92,870,0.0387,0,1011,Pending,Spoofing
Device_49,82,456.96,2.16,TCP,20319,626,SYN,4340.6,84,0.0362,0,983,Pending,Phishing
Device_73,1328,329.5,4.15,UDP,258,772,FIN,2891.12,683,0.0204,0,229,Failed,Spoofing
Device_34,862,486.67,71.74,TCP,55104,552,RST,3078.93,919,0.071,0,11,Failed,DDoS
Device_89,1163,122.16,27.09,UDP,46463,760,SYN,4197.15,442,0.0113,0,184,Established,Normal
Device_6,1376,241.52,83.04,UDP,194,320,FIN,5434.77,355,0.0789,0,1229,Pending,Spoofing
Device_100,375,58.03,41.98,ICMP,1015,395,FIN,3871.59,437,0.0698,0,341,Pending,Spoofing
Device_36,138,467.43,22.73,TCP,17025,255,FIN,4146.85,152,0.0227,1,231,Pending,Phishing
Device_79,354,43.28,56.39,UDP,236,587,RST,2333.83,861,0.0254,0,261,Failed,Spoofing
Device_47,314,2.74,73.53,TCP,28616,677,ACK,3425.38,907,0.0865,0,1,Pending,DDoS
Device_58,198,54.64,30.69,TCP,21633,511,SYN,2818.73,696,0.0175,1,1499,Pending,Phishing
Device_32,1046,219.35,78.74,ICMP,51091,392,RST,4191.4,619,0.0993,1,308,Failed,DDoS
Device_17,93,445.66,44.4,TCP,5923,136,None,3331.0,675,0.0288,1,840,Pending,Phishing
Device_54,241,391.56,2.3,TCP,23915,685,RST,3223.14,445,0.0283,1,365,Pending,Phishing
Device_11,300,207.9,64.32,TCP,17392,428,FIN,7301.49,526,0.0778,0,603,Pending,DDoS
Device_97,1187,397.84,59.82,ICMP,10992,575,FIN,7220.8,704,0.0767,1,1254,Pending,DDoS
Device_52,111,480.9,53.14,ICMP,23089,736,RST,3193.42,967,0.0829,1,1073,Pending,DDoS
Device_49,164,436.95,3.56,TCP,24862,808,None,575.38,975,0.029,1,282,Pending,Phishing
Device_58,1192,120.98,46.47,TCP,61581,299,ACK,4039.63,281,0.0096,1,496,Established,Normal
Device_40,75,470.73,89.88,TCP,48466,988,ACK,492.75,152,0.0362,0,716,Pending,Phishing
Device_21,1290,48.79,54.04,TCP,5515,52,ACK,6545.38,834,0.0663,0,1076,Pending,DDoS
Device_53,167,268.92,23.97,TCP,21194,667,ACK,9079.59,761,0.0439,0,553,Pending,Phishing
Device_25,386,251.45,51.82,UDP,38259,837,RST,7286.06,945,0.0704,0,105,Pending,DDoS
Device_89,996,486.76,95.84,TCP,44,564,RST,1285.04,366,0.0237,0,139,Failed,Spoofing
Device_99,1271,216.58,1.13,UDP,849,317,RST,5362.15,117,0.0246,0,1370,Failed,Spoofing
Device_12,493,455.24,99.6,ICMP,15986,325,FIN,7417.94,512,0.0611,0,1063,Pending,DDoS
Device_26,79,112.41,42.97,TCP,63410,810,None,3367.14,196,0.0154,1,534,Failed,Phishing
Device_76,649,20.04,4.92,TCP,481,40,RST,5814.76,389,0.0389,1,1179,Pending,Spoofing
Device_63,1388,353.81,4.79,UDP,4089,448,FIN,7789.79,498,0.0099,1,286,Established,Normal
Device_84,1167,11.04,19.26,UDP,13602,904,ACK,3972.21,55,0.0058,0,1444,Established,Normal
Device_56,954,186.81,24.01,UDP,54181,205,RST,4803.32,287,0.0067,0,1143,Established,Normal
Device_3,882,86.24,80.92,ICMP,57864,874,None,2848.3,648,0.0849,1,744,Pending,DDoS
Device_40,1429,117.69,5.78,ICMP,56571,53,SYN,7626.75,309,0.0006,1,1174,Established,Normal
Device_58,398,294.48,0.61,UDP,65071,255,ACK,9144.49,93,0.0184,0,262,Established,Normal
Device_28,741,237.09,89.25,ICMP,36283,335,FIN,2670.88,619,0.0558,0,823,Pending,DDoS
Device_7,1173,190.4,69.07,TCP,878,28,RST,97.82,329,0.045,0,1230,Pending,Spoofing
Device_61,95,135.49,11.78,TCP,46662,37,FIN,7544.59,536,0.0134,1,1349,Pending,Phishing
Device_12,815,413.67,91.93,UDP,61421,302,ACK,7923.09,517,0.087,1,1025,Pending,DDoS
Device_62,90,154.19,31.31,TCP,60391,118,FIN,3047.11,172,0.0079,1,1493,Established,Normal
Device_65,1063,91.08,99.68,UDP,65,829,RST,5888.65,730,0.0593,0,1203,Pending,Spoofing
Device_87,84,84.88,11.88,TCP,22877,1006,FIN,1475.7,455,0.0214,1,1269,Pending,Phishing
Device_62,423,244.67,49.74,TCP,62547,468,FIN,5640.39,301,0.0097,0,449,Established,Normal
Device_33,104,453.43,64.2,TCP,65348,866,SYN,9850.11,821,0.0659,0,1187,Pending,DDoS
Device_65,132,187.17,20.34,TCP,16991,833,ACK,5484.96,825,0.0152,0,712,Pending,Phishing
Device_57,843,320.48,34.73,UDP,27150,744,None,2445.69,210,0.0192,0,540,Established,Normal
Device_55,1311,452.11,71.7,ICMP,16,320,RST,9498.57,324,0.068,1,152,Pending,Spoofing
Device_42,109,439.36,52.24,ICMP,14288,713,SYN,7247.23,957,0.0954,1,329,Failed,DDoS
Device_30,152,122.9,16.76,TCP,28726,493,ACK,4124.78,233,0.0162,1,369,Established,Normal
Device_47,708,115.99,55.79,ICMP,264,396,FIN,1860.73,475,0.0766,0,922,Failed,Spoofing
Device_73,1330,118.97,77.64,TCP,535,839,FIN,8770.84,887,0.0635,1,124,Failed,Spoofing
Device_6,183,48.18,77.75,TCP,11758,580,FIN,1937.2,212,0.0121,1,161,Failed,Phishing
Device_49,741,333.62,75.08,ICMP,41443,438,None,5226.75,532,0.0615,1,928,Pending,DDoS
Device_70,250,22.05,46.1,ICMP,38859,291,SYN,7151.16,11,0.0052,0,246,Established,Normal
Device_33,408,380.89,29.72,TCP,19685,784,SYN,1582.96,16,0.001,0,1122,Established,Normal
Device_42,349,405.81,40.25,ICMP,17340,117,RST,6842.26,412,0.0158,0,561,Established,Normal
Device_100,68,233.73,80.82,TCP,56013,861,SYN,8638.13,112,0.0406,1,969,Pending,Phishing
Device_42,213,454.72,85.34,TCP,35059,108,RST,728.0,707,0.0282,0,571,Failed,Phishing
Device_40,716,239.33,88.54,TCP,26407,859,ACK,6418.19,831,0.0685,1,41,Failed,DDoS
